entry,at,order
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:27:01.110Z,173804562111000
"River: 7♦, 4♠, 8♦, 10♥ [K♦]",2025-01-28T06:26:58.113Z,173804561811300
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T06:26:57.271Z,173804561727100
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:26:55.949Z,173804561594900
"Turn: 7♦, 4♠, 8♦ [10♥]",2025-01-28T06:26:53.387Z,173804561338700
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T06:26:52.562Z,173804561256200
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:26:47.959Z,173804560795900
"Flop:  [7♦, 4♠, 8♦]",2025-01-28T06:26:44.155Z,173804560415500
"""Los @ ZxB8Ml7CpM"" calls 0.50",2025-01-28T06:26:43.337Z,173804560333700
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:26:42.257Z,173804560225700
"""Misha @ Kvjues6h6A"" raises to 0.50",2025-01-28T06:26:40.937Z,173804560093700
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T06:26:38.071Z,173804559807100
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:26:37.026Z,173804559702600
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:26:35.620Z,173804559562007
"""Misha @ Kvjues6h6A"" posts a small blind of 0.05",2025-01-28T06:26:35.620Z,173804559562006
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (9.63) | #2 ""Zaleu @ sN5xMfD2pb"" (18.12) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.60) | #4 ""Los @ ZxB8Ml7CpM"" (1.58)",2025-01-28T06:26:35.620Z,173804559562001
"-- starting hand #173 (id: jb7eeme8f76y)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T06:26:35.620Z,173804559562000
"""Los @ ZxB8Ml7CpM"" shows a 3♥, J♥.",2025-01-28T06:26:33.647Z,173804559364700
"-- ending hand #172 --",2025-01-28T06:26:31.931Z,173804559193102
"""Los @ ZxB8Ml7CpM"" collected 0.20 from pot",2025-01-28T06:26:31.931Z,173804559193101
"Uncalled bet of 0.20 returned to ""Los @ ZxB8Ml7CpM""",2025-01-28T06:26:31.931Z,173804559193100
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:26:31.112Z,173804559111200
"""Los @ ZxB8Ml7CpM"" bets 0.20",2025-01-28T06:26:28.674Z,173804558867400
"Flop:  [K♥, Q♥, 6♣]",2025-01-28T06:26:23.844Z,173804558384400
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:26:23.033Z,173804558303300
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T06:26:21.686Z,173804558168600
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:26:19.951Z,173804557995100
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:26:18.357Z,173804557835700
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T06:26:17.190Z,173804557719007
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T06:26:17.190Z,173804557719006
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (9.73) | #2 ""Zaleu @ sN5xMfD2pb"" (18.12) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.60) | #4 ""Los @ ZxB8Ml7CpM"" (1.48)",2025-01-28T06:26:17.190Z,173804557719001
"-- starting hand #172 (id: lefssgv1hnsn)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:26:17.190Z,173804557719000
"-- ending hand #171 --",2025-01-28T06:26:11.179Z,173804557117902
"""DeezLouiz @ AkoTA5kmtN"" collected 0.60 from pot with Two Pair, 5's & 3's (combination: 5♥, 5♦, 3♥, 3♦, 10♠)",2025-01-28T06:26:11.179Z,173804557117901
"""DeezLouiz @ AkoTA5kmtN"" shows a 3♥, 5♥.",2025-01-28T06:26:11.179Z,173804557117900
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T06:26:10.351Z,173804557035100
"""DeezLouiz @ AkoTA5kmtN"" bets 0.10",2025-01-28T06:26:09.435Z,173804556943500
"River: 5♦, 7♦, 8♣, 3♦ [10♠]",2025-01-28T06:26:06.448Z,173804556644800
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T06:26:05.626Z,173804556562600
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:26:04.750Z,173804556475000
"Turn: 5♦, 7♦, 8♣ [3♦]",2025-01-28T06:26:02.156Z,173804556215600
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T06:26:01.178Z,173804556117800
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:25:57.910Z,173804555791000
"Flop:  [5♦, 7♦, 8♣]",2025-01-28T06:25:55.408Z,173804555540800
"""DeezLouiz @ AkoTA5kmtN"" calls 0.20",2025-01-28T06:25:54.600Z,173804555460000
"""Los @ ZxB8Ml7CpM"" raises to 0.20",2025-01-28T06:25:53.709Z,173804555370900
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:25:50.674Z,173804555067400
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:25:49.471Z,173804554947100
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:25:48.254Z,173804554825400
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T06:25:47.145Z,173804554714507
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:25:47.145Z,173804554714506
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (9.73) | #2 ""Zaleu @ sN5xMfD2pb"" (18.12) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.30) | #4 ""Los @ ZxB8Ml7CpM"" (1.78)",2025-01-28T06:25:47.145Z,173804554714501
"-- starting hand #171 (id: jm1at4bnr5ly)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:25:47.145Z,173804554714500
"""Misha @ Kvjues6h6A"" shows a 4♥, 4♠.",2025-01-28T06:25:43.966Z,173804554396600
"-- ending hand #170 --",2025-01-28T06:25:43.531Z,173804554353102
"""Misha @ Kvjues6h6A"" collected 0.80 from pot",2025-01-28T06:25:43.531Z,173804554353101
"Uncalled bet of 0.80 returned to ""Misha @ Kvjues6h6A""",2025-01-28T06:25:43.531Z,173804554353100
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:25:42.712Z,173804554271200
"""Misha @ Kvjues6h6A"" bets 0.80",2025-01-28T06:25:40.799Z,173804554079900
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:25:38.872Z,173804553887200
"Flop:  [4♦, 8♦, K♦]",2025-01-28T06:25:36.516Z,173804553651600
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:25:35.682Z,173804553568200
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:25:33.761Z,173804553376100
"""Zaleu @ sN5xMfD2pb"" calls 0.30",2025-01-28T06:25:32.908Z,173804553290800
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T06:25:31.265Z,173804553126500
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T06:25:29.117Z,173804552911700
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:25:26.663Z,173804552666307
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:25:26.663Z,173804552666306
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (9.23) | #2 ""Zaleu @ sN5xMfD2pb"" (18.42) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.40) | #4 ""Los @ ZxB8Ml7CpM"" (1.88)",2025-01-28T06:25:26.663Z,173804552666301
"-- starting hand #170 (id: 39ammcya9fnt)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T06:25:26.663Z,173804552666300
"""Zaleu @ sN5xMfD2pb"" shows a 5♣.",2025-01-28T06:25:23.937Z,173804552393700
"-- ending hand #169 --",2025-01-28T06:25:22.942Z,173804552294202
"""Zaleu @ sN5xMfD2pb"" collected 0.85 from pot",2025-01-28T06:25:22.942Z,173804552294201
"Uncalled bet of 0.50 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:25:22.942Z,173804552294200
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:25:22.100Z,173804552210000
"""Zaleu @ sN5xMfD2pb"" raises to 0.60",2025-01-28T06:25:19.723Z,173804551972300
"""Los @ ZxB8Ml7CpM"" bets 0.10",2025-01-28T06:25:16.216Z,173804551621600
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:25:15.028Z,173804551502800
"Turn: 4♥, 3♦, J♦ [A♦]",2025-01-28T06:25:12.846Z,173804551284600
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T06:25:12.033Z,173804551203300
"""Los @ ZxB8Ml7CpM"" bets 0.10",2025-01-28T06:25:10.935Z,173804551093500
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:25:07.895Z,173804550789500
"Flop:  [4♥, 3♦, J♦]",2025-01-28T06:25:05.647Z,173804550564700
"""Los @ ZxB8Ml7CpM"" calls 0.20",2025-01-28T06:25:04.800Z,173804550480000
"""Zaleu @ sN5xMfD2pb"" raises to 0.20",2025-01-28T06:25:03.410Z,173804550341000
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:25:00.766Z,173804550076600
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T06:24:59.012Z,173804549901200
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:24:56.459Z,173804549645900
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:24:55.189Z,173804549518907
"""Misha @ Kvjues6h6A"" posts a small blind of 0.05",2025-01-28T06:24:55.189Z,173804549518906
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (9.28) | #2 ""Zaleu @ sN5xMfD2pb"" (17.97) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.40) | #4 ""Los @ ZxB8Ml7CpM"" (2.28)",2025-01-28T06:24:55.189Z,173804549518901
"-- starting hand #169 (id: ekhmhsnlebv9)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T06:24:55.189Z,173804549518900
"-- ending hand #168 --",2025-01-28T06:24:49.172Z,173804548917202
"""Misha @ Kvjues6h6A"" collected 3.30 from pot with Pair, J's (combination: J♥, J♠, 10♦, 6♥, 5♥)",2025-01-28T06:24:49.172Z,173804548917201
"""Misha @ Kvjues6h6A"" shows a 5♥, J♥.",2025-01-28T06:24:49.172Z,173804548917200
"""Los @ ZxB8Ml7CpM"" calls 0.30",2025-01-28T06:24:48.341Z,173804548834100
"""Misha @ Kvjues6h6A"" bets 0.30",2025-01-28T06:24:47.226Z,173804548722600
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T06:24:43.673Z,173804548367300
"River: J♠, 4♦, 10♦, 2♦ [6♥]",2025-01-28T06:24:40.304Z,173804548030400
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:24:39.458Z,173804547945800
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T06:24:36.445Z,173804547644500
"Turn: J♠, 4♦, 10♦ [2♦]",2025-01-28T06:24:30.954Z,173804547095400
"""Los @ ZxB8Ml7CpM"" calls 0.90",2025-01-28T06:24:30.123Z,173804547012300
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:24:28.914Z,173804546891400
"""Misha @ Kvjues6h6A"" bets 0.90",2025-01-28T06:24:28.045Z,173804546804500
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T06:24:25.534Z,173804546553400
"Flop:  [J♠, 4♦, 10♦]",2025-01-28T06:24:21.122Z,173804546112200
"""DeezLouiz @ AkoTA5kmtN"" calls 0.30",2025-01-28T06:24:20.246Z,173804546024600
"""Misha @ Kvjues6h6A"" calls 0.30",2025-01-28T06:24:10.493Z,173804545049300
"""Los @ ZxB8Ml7CpM"" raises to 0.30",2025-01-28T06:24:04.804Z,173804544480400
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:24:03.066Z,173804544306600
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:23:59.949Z,173804543994900
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T06:23:58.127Z,173804543812707
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T06:23:58.127Z,173804543812706
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (7.48) | #2 ""Zaleu @ sN5xMfD2pb"" (17.97) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.70) | #4 ""Los @ ZxB8Ml7CpM"" (3.78)",2025-01-28T06:23:58.127Z,173804543812701
"-- starting hand #168 (id: rucike8zup6f)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:23:58.127Z,173804543812700
"""DeezLouiz @ AkoTA5kmtN"" shows a 10♣, J♥.",2025-01-28T06:23:54.670Z,173804543467000
"""Los @ ZxB8Ml7CpM"" shows a 5♠.",2025-01-28T06:23:53.901Z,173804543390100
"""Misha @ Kvjues6h6A"" shows a A♦.",2025-01-28T06:23:53.821Z,173804543382100
"-- ending hand #167 --",2025-01-28T06:23:53.111Z,173804543311102
"""Misha @ Kvjues6h6A"" collected 0.70 from pot",2025-01-28T06:23:53.111Z,173804543311101
"Uncalled bet of 0.10 returned to ""Misha @ Kvjues6h6A""",2025-01-28T06:23:53.111Z,173804543311100
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:23:52.286Z,173804543228600
"""Misha @ Kvjues6h6A"" bets 0.10",2025-01-28T06:23:39.317Z,173804541931700
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:23:38.203Z,173804541820300
"River: 8♣, 3♠, 2♥, 6♥ [4♦]",2025-01-28T06:23:36.900Z,173804541690000
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:23:36.090Z,173804541609000
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:23:35.134Z,173804541513400
"Turn: 8♣, 3♠, 2♥ [6♥]",2025-01-28T06:23:33.887Z,173804541388700
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:23:33.062Z,173804541306200
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:23:32.209Z,173804541220900
"Flop:  [8♣, 3♠, 2♥]",2025-01-28T06:23:30.124Z,173804541012400
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:23:29.304Z,173804540930400
"""DeezLouiz @ AkoTA5kmtN"" calls 0.30",2025-01-28T06:23:28.406Z,173804540840600
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:23:26.988Z,173804540698800
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T06:23:26.089Z,173804540608900
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T06:23:22.982Z,173804540298207
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:23:22.982Z,173804540298206
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (7.08) | #2 ""Zaleu @ sN5xMfD2pb"" (17.97) | #3 ""DeezLouiz @ AkoTA5kmtN"" (4.00) | #4 ""Los @ ZxB8Ml7CpM"" (3.88)",2025-01-28T06:23:22.982Z,173804540298201
"-- starting hand #167 (id: 7qspl9rjxbwm)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:23:22.982Z,173804540298200
"-- ending hand #166 --",2025-01-28T06:23:20.065Z,173804540006502
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T06:23:20.065Z,173804540006501
"Uncalled bet of 0.10 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:23:20.065Z,173804540006500
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:23:19.235Z,173804539923500
"""Zaleu @ sN5xMfD2pb"" bets 0.10",2025-01-28T06:23:18.323Z,173804539832300
"Turn: 7♥, 8♦, 2♦ [A♥]",2025-01-28T06:23:15.433Z,173804539543300
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:23:14.611Z,173804539461100
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:23:13.711Z,173804539371100
"Flop:  [7♥, 8♦, 2♦]",2025-01-28T06:23:11.495Z,173804539149500
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:23:10.667Z,173804539066700
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T06:23:09.774Z,173804538977400
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:23:08.794Z,173804538879400
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:22:53.430Z,173804537343000
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:22:52.565Z,173804537256507
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:22:52.565Z,173804537256506
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (7.08) | #2 ""Zaleu @ sN5xMfD2pb"" (17.87) | #3 ""DeezLouiz @ AkoTA5kmtN"" (4.10) | #4 ""Los @ ZxB8Ml7CpM"" (3.88)",2025-01-28T06:22:52.565Z,173804537256501
"-- starting hand #166 (id: f3mivdqawxd0)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T06:22:52.565Z,173804537256500
"-- ending hand #165 --",2025-01-28T06:22:46.528Z,173804536652802
"""Misha @ Kvjues6h6A"" collected 3.50 from pot with Three of a Kind, A's (combination: A♣, A♦, A♥, 9♣, 8♦)",2025-01-28T06:22:46.528Z,173804536652801
"""Misha @ Kvjues6h6A"" shows a A♣, 8♦.",2025-01-28T06:22:46.528Z,173804536652800
"""Zaleu @ sN5xMfD2pb"" calls 0.60",2025-01-28T06:22:45.655Z,173804536565500
"""Misha @ Kvjues6h6A"" bets 0.60",2025-01-28T06:22:44.215Z,173804536421500
"River: A♦, 5♠, 9♣, A♥ [3♦]",2025-01-28T06:22:39.323Z,173804535932300
"""Zaleu @ sN5xMfD2pb"" calls 0.40",2025-01-28T06:22:38.515Z,173804535851500
"""Misha @ Kvjues6h6A"" bets 0.40",2025-01-28T06:22:37.301Z,173804535730100
"Turn: A♦, 5♠, 9♣ [A♥]",2025-01-28T06:22:34.353Z,173804535435300
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:22:33.516Z,173804535351600
"""Zaleu @ sN5xMfD2pb"" calls 0.30",2025-01-28T06:22:32.661Z,173804535266100
"""Misha @ Kvjues6h6A"" bets 0.30",2025-01-28T06:22:30.695Z,173804535069500
"Flop:  [A♦, 5♠, 9♣]",2025-01-28T06:22:27.091Z,173804534709100
"""DeezLouiz @ AkoTA5kmtN"" calls 0.30",2025-01-28T06:22:26.269Z,173804534626900
"""Zaleu @ sN5xMfD2pb"" calls 0.30",2025-01-28T06:22:24.786Z,173804534478600
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T06:22:23.560Z,173804534356000
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:22:21.376Z,173804534137600
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:22:20.520Z,173804534052000
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:22:15.267Z,173804533526707
"""Misha @ Kvjues6h6A"" posts a small blind of 0.05",2025-01-28T06:22:15.267Z,173804533526706
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (5.18) | #2 ""Zaleu @ sN5xMfD2pb"" (19.47) | #3 ""DeezLouiz @ AkoTA5kmtN"" (4.40) | #4 ""Los @ ZxB8Ml7CpM"" (3.88)",2025-01-28T06:22:15.267Z,173804533526701
"-- starting hand #165 (id: 7qg9ralssi9h)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T06:22:15.267Z,173804533526700
"""Los @ ZxB8Ml7CpM"" shows a 2♦, Q♥.",2025-01-28T06:22:10.246Z,173804533024600
"-- ending hand #164 --",2025-01-28T06:22:08.763Z,173804532876303
"""Misha @ Kvjues6h6A"" shows a 2♠, 5♠.",2025-01-28T06:22:08.763Z,173804532876302
"""DeezLouiz @ AkoTA5kmtN"" collected 1.18 from pot with Pair, 6's (combination: 6♥, 6♣, A♥, Q♣, 8♥)",2025-01-28T06:22:08.763Z,173804532876301
"""DeezLouiz @ AkoTA5kmtN"" shows a 8♥, 6♥.",2025-01-28T06:22:08.763Z,173804532876300
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:22:07.894Z,173804532789400
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:22:06.999Z,173804532699900
"River: 3♠, 2♥, 6♣, A♥ [Q♣]",2025-01-28T06:22:05.799Z,173804532579900
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:22:04.996Z,173804532499600
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:22:04.079Z,173804532407900
"Turn: 3♠, 2♥, 6♣ [A♥]",2025-01-28T06:21:59.740Z,173804531974000
"""Misha @ Kvjues6h6A"" calls 0.44",2025-01-28T06:21:58.875Z,173804531887500
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:21:57.951Z,173804531795100
"""DeezLouiz @ AkoTA5kmtN"" raises to 0.44",2025-01-28T06:21:57.078Z,173804531707800
"""Misha @ Kvjues6h6A"" bets 0.10",2025-01-28T06:21:53.701Z,173804531370100
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T06:21:52.092Z,173804531209200
"Flop:  [3♠, 2♥, 6♣]",2025-01-28T06:21:48.786Z,173804530878600
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:21:47.942Z,173804530794200
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T06:21:47.077Z,173804530707700
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:21:43.064Z,173804530306400
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:21:41.482Z,173804530148200
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T06:21:40.600Z,173804530060007
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T06:21:40.600Z,173804530060006
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (5.72) | #2 ""Zaleu @ sN5xMfD2pb"" (19.47) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.76) | #4 ""Los @ ZxB8Ml7CpM"" (3.98)",2025-01-28T06:21:40.600Z,173804530060001
"-- starting hand #164 (id: q2fsy6j18nps)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:21:40.600Z,173804530060000
"-- ending hand #163 --",2025-01-28T06:21:37.672Z,173804529767202
"""Misha @ Kvjues6h6A"" collected 0.25 from pot",2025-01-28T06:21:37.672Z,173804529767201
"Uncalled bet of 0.20 returned to ""Misha @ Kvjues6h6A""",2025-01-28T06:21:37.672Z,173804529767200
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:21:36.823Z,173804529682300
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:21:33.952Z,173804529395200
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:21:30.896Z,173804529089600
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T06:21:29.123Z,173804528912300
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T06:21:26.318Z,173804528631807
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:21:26.318Z,173804528631806
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (5.57) | #2 ""Zaleu @ sN5xMfD2pb"" (19.47) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.81) | #4 ""Los @ ZxB8Ml7CpM"" (4.08)",2025-01-28T06:21:26.318Z,173804528631801
"-- starting hand #163 (id: ow7hxgevf8ol)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:21:26.318Z,173804528631800
"-- ending hand #162 --",2025-01-28T06:21:20.273Z,173804528027302
"""Zaleu @ sN5xMfD2pb"" collected 4.80 from pot with Two Pair, K's & 3's (combination: K♠, K♥, 3♣, 3♠, J♣)",2025-01-28T06:21:20.273Z,173804528027301
"""Zaleu @ sN5xMfD2pb"" shows a 2♦, K♠.",2025-01-28T06:21:20.273Z,173804528027300
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T06:21:19.400Z,173804527940000
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:21:14.948Z,173804527494800
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:21:14.094Z,173804527409400
"River: K♥, 3♣, J♣, 4♠ [3♠]",2025-01-28T06:21:11.696Z,173804527169600
"""DeezLouiz @ AkoTA5kmtN"" calls 1.30",2025-01-28T06:21:10.806Z,173804527080600
"""Zaleu @ sN5xMfD2pb"" calls 1.30",2025-01-28T06:21:09.936Z,173804526993600
"""Los @ ZxB8Ml7CpM"" raises to 1.30",2025-01-28T06:20:59.889Z,173804525988900
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:20:55.644Z,173804525564400
"""Zaleu @ sN5xMfD2pb"" bets 0.10",2025-01-28T06:20:54.717Z,173804525471700
"Turn: K♥, 3♣, J♣ [4♠]",2025-01-28T06:20:53.103Z,173804525310300
"""DeezLouiz @ AkoTA5kmtN"" calls 0.20",2025-01-28T06:20:52.270Z,173804525227000
"""Zaleu @ sN5xMfD2pb"" calls 0.20",2025-01-28T06:20:51.396Z,173804525139600
"""Los @ ZxB8Ml7CpM"" bets 0.20",2025-01-28T06:20:49.772Z,173804524977200
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:20:47.519Z,173804524751900
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:20:46.459Z,173804524645900
"Flop:  [K♥, 3♣, J♣]",2025-01-28T06:20:44.484Z,173804524448400
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:20:43.648Z,173804524364800
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T06:20:42.690Z,173804524269000
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:20:41.244Z,173804524124400
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T06:20:40.060Z,173804524006000
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:20:37.356Z,173804523735607
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:20:37.356Z,173804523735606
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (5.57) | #2 ""Zaleu @ sN5xMfD2pb"" (16.27) | #3 ""DeezLouiz @ AkoTA5kmtN"" (5.41) | #4 ""Los @ ZxB8Ml7CpM"" (5.68)",2025-01-28T06:20:37.356Z,173804523735601
"-- starting hand #162 (id: sfz7fs3rkwyn)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T06:20:37.356Z,173804523735600
"""Zaleu @ sN5xMfD2pb"" shows a K♠, Q♥.",2025-01-28T06:20:34.385Z,173804523438500
"-- ending hand #161 --",2025-01-28T06:20:33.745Z,173804523374502
"""Zaleu @ sN5xMfD2pb"" collected 0.10 from pot",2025-01-28T06:20:33.745Z,173804523374501
